mineral,formula,system
METAVANMEERSSCHEITE,U++++++(UO2)3(PO4)2(OH)6.2H2O,O
METAVANURALITE,Al(UO2)2V2O8(OH).8H2O,A
METAVARISCITE,AlPO4.2H2O,M
METAVAUXITE,Fe++Al2(PO4)2(OH)2.8H2O,M
METAVIVIANITE,Fe++Fe+++2(PO4)2(OH)2.6H2O,A
METAVOLTINE,K2Na6Fe++Fe+++6(SO4)12O2.18H2O,H
METAZELLERITE,Ca(UO2)(CO3)2.3H2O,O
METAZEUNERITE,Cu++(UO2)2(AsO4)2.8H2O,Q
MEURIGITE,KFe+++7(PO4)5(OH)7.8H2O,M
MEURIGITE-Na,Na(Fe+++|Al)8(PO4)6(OH)7.6|5H2O,M
MEYERHOFFERITE,Ca2B6O6(OH)10.2H2O,A
MEYMACITE,WO3.2H2O,am.
MGRIITE,Cu3AsSe3,C
MIARGYRITE,AgSbS2,M
MIASSITE,Rh17S15,C
MICHEELSENITE,(Ca|Y)3Al(PO3OH|CO3)(CO3)(OH)6.12H2O,H
MICHENERITE,(Pd|Pt)BiTe,C
MICROCLINE,KAlSi3O8,A
MICROLITE,=,FLUORCALCIOMICROLITE,or,OXYCALCIOMICROLITE,(Ca|Na)2Ta2O6(O|OH|F),(?),C
MICROSOMMITE,(Na|Ca|K)7-8(Si|Al)12O24(Cl|SO4|CO3)2-3,H
MIDDENDORFITE,K3Na2Mn5Si12(O|OH)36.2H2O,M
MIERSITE,(Ag|Cu)I,C
MIESSIITE,Pd11Te2Se2,C
MIGUELROMEROITE,Mn5(H2O)4(AsO3OH)2(AsO4)2,M
MIHARAITE,PbCu4FeBiS6,O
MIKASAITE,(Fe+++|Al)2(SO4)3,R
MILARITE,KCa2AlBe2Si12O30.0|5H2O,H
MILLERITE,NiS,R
MILLISITE,(Na|K)CaAl6(PO4)4(OH)9.3H2O,Q
MILLOSEVICHITE,(Al|Fe+++)2(SO4)3,R
MILOTAITE,PdSbSe,C
MIMETITE,Pb5(AsO4)3Cl,H
MIMETITE-M,Pb5(AsO4)3Cl,M ps H
MINASGERAISITE-(Y),CaY2Be2Si2O10,M
MINASRAGRITE,V++++O(SO4).5H2O,M
MINEEVITE-(Y),Na25Ba(Y|Gd|Dy)2(HCO3)4(CO3)11(SO4)2ClF2,H
MINEHILLITE,(K|Na)2-3Ca28(Zn4Al4Si40)O112(OH)16,H
MINGUZZITE,K3Fe+++(C2O4)3.3H2O,M
MINIUM,Pb++2Pb++++O4,Q
MINNESOTAITE,(Fe++|Mg)3Si4O10(OH)2,M
MINOHLITE,(Cu|Zn)7(SO4)2(OH)10.8H2O,R ps H
MINRECORDITE,CaZn(CO3)2,R
MINYULITE,KAl2(PO4)2(OH|F).4H2O,O
MIRABILITE,Na2SO4.10H2O,M
MISENITE,K2SO4.6KHSO4,(?),M
MISERITE,K(Ca|Ce)6Si8O22(OH|F)2,A
MITRIDATITE,Ca2Fe+++3(PO4)3O2.3H2O,M
MITRYAEVAITE,Al11(PO4|SO3OH)10F3.30H2O,A
MITSCHERLICHITE,K2CuCl4.2H2O,Q
MIXITE,BiCu++6(AsO4)3(OH)6.3H2O,H
MOCTEZUMITE,Pb(UO2)(TeO3)2,M
MODDERITE,(Co|Fe)As,O,(?)
MOELOITE,Pb6Sb6S14(S3),O
MOGANITE,SiO2,M
MOGOVIDITE,Na9(Ca|Na)5Ca6Zr3Fe2(Si|Nb)[(OH|H2O)3|Cl0|3|CO3|(Si3O9)2(Si9O27)2],R
MOHITE,Cu2SnS3,A
MOHRITE,(NH4)2Fe++(SO4)2.6H2O,M
MOISSANITE,(-5H|-6H|-10R|-15R|-33R),SiC,H/R
MOLURANITE,H4U++++(UO2)3(MoO4)7.18H2O,am.
MOLYBDENITE-2H,MoS2,H/R
MOLYBDENITE-3R,MoS2,R
MOLYBDITE,MoO3,O
MOLYBDOFORNACITE,Pb2Cu[(As|P)O4][(Mo|Cr)O4](OH),M
MOLYBDOMENITE,PbSeO3,M
MOLYBDOPHYLLITE,Pb8Mg9[Si10O30(OH)8(CO3)3].H2O,R
MOLYSITE,Fe+++Cl3,H
MOMOIITE,{Mn++3}[V+++2](Si3)O12,C
MONAZITE-(Ce),(Ce|La|Nd|Th)PO4,M
MONAZITE-(La),(La|Ce|Nd)PO4,M
MONAZITE-(Nd),(Nd|Ce|Sm)(PO4),M
MONAZITE-(Sm),(Sm|Gd|Ce|Th|Ca)(PO4),M
MONCHEITE,(Pt|Pd)(Te|Bi)2,R
MONETITE,CaHPO4,A
MONGOLITE,Ca4Nb6Si5O24(OH)10.5-6H2O,Q
MONGSHANITE,(?),(Mg|Cr|Fe++)2(Ti|Zr|Cr|Fe+++)5O12,H
MONIMOLITE,=,OXYPLUMBOROMEITE,(Pb|Ca)3Sb2O8,(?),C
MONIPITE,MoNiP,H
MONOHYDROCALCITE,CaCO3.H2O,H
MONTANITE,Bi2Te++++++O6.2H2O,M,(?)
MONTBRAYITE,(Au|Sb)2Te3,A
MONTDORITE,KFe++1|5Mn++0|5Mg0|5[]0|5Si4O10F2,M
MONTEBRASITE,LiAl(PO4)(OH|F),A
MONTEBRASITE,LiAl(PO4)(OH|F),A
MONTEPONITE,CdO,C
MONTEREGIANITE-(Y),(Na|K)6(Y|Ca)2Si16O38.10H2O,M
MONTESOMMAITE,K9[Al9Si23O64].10H2O,O ps Q
MONTETRISAITE,Cu6(SO4)(OH)10.H2O,O
MONTGOMERYITE,Ca4MgAl4(PO4)6(OH)4.12H2O,M
MONTICELLITE,CaMgSiO4,O
MONTMORILLONITE,(Na|Ca)0|3(Al|Mg)2Si4O10(OH)2.nH2O,M
MONTROSEITE,(V+++|Fe+++)O(OH),O
MONTROYALITE,Sr4Al8(CO3)3(OH|F)26.10-11H2O,A,(?)
MONTROYDITE,HgO,O
MOOIHOEKITE,Cu9Fe9S16,Q
MOOLOOITE,Cu++(C2O4).0|5H2O,O
MOOREITE,(Mg|Zn|Mn)15(SO4)2(OH)26.8H2O,M
MOORHOUSEITE,(Co|Ni|Mn++)SO4.6H2O,M
MOPUNGITE,NaSb+++++(OH)6,Q
MORAESITE,Be2(PO4)(OH).4H2O,M
MORDENITE,(Na2|Ca|K2)4[Al8Si40O96].28H2O,O
MOREAUITE,Al3(UO2)(PO4)3(OH)2.13H2O,M
MORELANDITE,(Ba|Pb)3(Ca|Pb)2(AsO4|PO4)3Cl,H
MORENOSITE,NiSO4.7H2O,O
MORIMOTOITE,{Ca3}[TiFe++](Si3)O12,C
MORINITE,NaCa2Al2(PO4)2(F|OH)5.2H2O,M
MOROZEVICZITE,(Pb|Fe)3Ge1-xS4,C
MOSANDRITE,(Na|Ca)3(Ca|Ce)4Ti(Si2O7)2OF3,M
MOSCHELITE,Hg+2I2,Q
MOSCHELLANDSBERGITE,Ag2Hg3,C
MOSESITE,Hg2N(Cl|SO4|MoO4|CO3).H2O,C
MOSKVINITE-(Y),Na2K(Y|Dy)Si6O15,O
MOSSBAUERITE,Fe+++6O4(OH)8[CO3].3H2O,R
MOTTANAITE-(Ce),Ca4(CeCa)2AlBe2[Si4B4O22]O2,M
MOTTRAMITE,PbCu++(VO4)(OH),O
MOTUKOREAITE,NaMg6Al3(SO4)2(OH)18.12H2O,H
MOUNANAITE,PbFe+++2(VO4)2(OH|H2O)2,M
MOUNTAINITE,Ca8Si6O19(OH).6H2O,M
MOUNTKEITHITE,(Mg|Ni)11(Fe+++|Cr|Al)3(OH)24(SO4|CO3)3|5.11H2O,H
MOURITE,U++++Mo++++++5O12(OH)10,M
MOYDITE-(Y),YB(OH)4(CO3),O
MOZARTITE,CaMn+++SiO4(OH),O
MOZGOVAITE,PbBi4(S|Se)7,O
MPOROROITE,W++++++AlO3(OH)3.2H2O,A,(?)
MRAZEKITE,Bi+++2Cu++3(PO4)2O2(OH)2.2H2O,M
MROSEITE,CaTe++++(CO3)O2,O
MUCKEITE,CuNiBiS3,O
MUIRITE,Ba10Ca2MnTiSi10O30(OH|Cl|F)10,Q
MUKHINITE,Ca2Al2V+++(SiO4)3(OH),M
MULLITE,Al8(Si|Al)4O16(O|OH|F)4,O
MUMMEITE,(Ag|Cu)9Pb2Bi13S26,M
MUNAKATAITE,Pb2Cu(Se++++O3)(SO4)(OH)4,M
MUNDITE,Al(UO2)3(PO4)2(OH)3|5.5H2O,O
MUNDRABILLAITE,(NH4)2Ca(HPO4)2.H2O,M
MUNIRITE,NaVO3.(2-x)H2O,M
MURATAITE-(Y),(Y|Na)6(Zn|Fe+++)5Ti12O29(O|F)10F4,C
MURCHISITE,Cr5S6,R
MURDOCHITE,PbCu++6O8-x(Cl|Br)2x,(x,smaller,or,=,0|5),C
MURMANITE,Na4Ti++++Nb2(Si2O7)2O4.4H2O,A
MURUNSKITE,K2Cu3FeS4,Q
MUSCOVITE,KAl2[]AlSi3O10(OH)2,M ps H
MUSEUMITE,AuTe2Pb5SbS12,M
MUSHISTONITE,(Cu++|Zn|Fe++)Sn++++(OH)6,C
MUSKOXITE,Mg7Fe+++4(OH)13.10H2O,H
MUTHMANNITE,(Ag|Au)Te,O,(?)
MUTINAITE,Na3Ca4[Al11Si85O192].60H2O,O
MUTNOVSKITE,Pb2AsS3(I|Cl|Br),O
NABALAMPROPHYLLITE,Na3(Ba|Na)2Ti3Si8O16(OH|F)2,M
NABAPHITE,NaBaPO4.9H2O,C
NABESITE,Na2BeSi4O10.4H2O,O
NABIASITE,BaMn9[(V|As)O4]6(OH)2,C
NABOKOITE,Cu++7Te++++O4(SO4)5.KCl,Q
NACAPHITE,Na2Ca(PO4)F,O
NACARENIOBSITE-(Ce),Na3Ca3(Ce|La|Pr|Nd)(Nb|Ti)(Si2O7)2OF3,M
NACRITE,Al2Si2O5(OH)4,M
NADORITE,PbSbO2Cl,O
NAFERTISITE,(Na|K)3(Fe++|Fe+++)6(Ti2Si12O34)(O|OH)7.2H2O,M
NAGASHIMALITE,Ba4(V+++|Ti)4Si8B2O27Cl(O|OH)2,O
NAGELSCHMIDTITE,Ca3(PO4)2.2(alpha-Ca2SiO4),H
NAGYAGITE,(Au|Te)3Pb3(Pb|Sb|Bi)3S6,M
NAHCOLITE,NaHCO3,M
NAHPOITE,Na2HPO4,M
NAKAURIITE,Cu8(SO4)4(CO3)(OH)6.48H2O,O
NALDRETTITE,Pd2Sb,O
NALIPOITE,NaLi2PO4,O
NALIVKINITE,Li2Na(Fe++|Mn++)7Ti2(Si8O24)O2(OH)4F,A
NAMANSILITE,NaMn+++(Si2O6),M
NAMBULITE,(Li|Na)(Mn|Ca)4Si5O14(OH),A
NAMIBITE,Cu++(BiO)2V+++++O4OH,M
NAMUWITE,(Zn|Cu)4(SO4)(OH)6.4H2O,H
NANLINGITE,NaLiCa5Mg12Fe++(AsO3)8F14,R
NANPINGITE,CsAl2[]AlSi3O10(OH)2,M
NANTOKITE,CuCl,C
NAQUITE,FeSi,C
NARSARSUKITE,Na2(Ti|Fe+++)Si4(O|F)11,Q
NASHITE,Na3Ca2[(V++++V+++++9)O28].24H2O,M
NASINITE,Na2B5O8(OH).2H2O,O
NASLEDOVITE,PbMn3Al4(CO3)4(SO4)O5.5H2O,(?)
NASONITE,Pb6Ca4Si6O21Cl2,H
NASTROPHITE,Na(Sr|Ba)(PO4).9H2O,C
NATALYITE,Na(V+++|Cr+++)Si2O6,M
NATANITE,Fe++Sn++++(OH)6,C
NATISITE,Na2(TiO)SiO4,Q
NATRITE,Na2CO3,M
NATROALUNITE,Na2Al6(SO4)4(OH)12,R
NATROALUNITE-2R,(Na|Ca|K)2Al6(SO4)4(OH)12,R
NATROBOLTWOODITE,(Na|K)(UO2)SiO3(OH).1|5H2O,O
NATROCHALCITE,NaCu2(SO4)2(OH|H2O)2,M
NATRODUFRENITE,Na(Fe+++|Fe++)(Fe+++|Al)5(PO4)4(OH)6.2H2O,M
NATROFAIRCHILDITE,Na2Ca(CO3)2,O
NATROGLAUCOCERINITE,(Na|Zn|Cu)10Al6(SO4)3(OH)32.18(H2O),(?)
NATROJAROSITE,Na2Fe+++6(SO4)4(OH)12,R
NATROLEMOYNITE,(Na|K|H3O)4Zr2(Si10O26).9H2O,M
NATROLITE,Na2[Al2Si3O10].2H2O,O
NATRON,Na2CO3.10H2O,M
NATRONAMBULITE,(Na|Li)Mn4Si5O14(OH),A
NATRONIOBITE,NaNbO3,M
NATROPALERMOITE,Na2SrAl4(PO4)4(OH)4,O
NATROPHARMACOALUMITE,(Na|K|H3O)Al4(AsO4)3(OH)4.4H2O,C
NATROPHARMACOSIDERITE,(Na|K)2Fe+++4(AsO4)3(OH)5.7H2O,Q ps C
NATROPHILITE,NaMnPO4,O
NATROPHOSPHATE,Na7(PO4)2F.19H2O,C
NATROSILITE,Na2Si2O5,M
NATROTANTITE,Na2Ta4O11,M
NATROTITANITE,(Na|Ca|Y|REE)TiSiO4(O|F),M
NATROURANOSPINITE,(Na2|Ca)(UO2)2(AsO4)2.5H2O,Q
NATROXALATE,Na2C2O4,M
NATROZIPPEITE,Na5(UO2)8(SO4)4O5(OH)3.12H2O,M
NAUJAKASITE,Na6(Fe++|Mn)Al4Si8O26,M
NAUMANNITE,Ag2Se,O ps C
NAVAJOITE,(V+++++|Fe+++)10O24.12H2O,M
NCHWANINGITE,Mn++SiO3OH2.H2O,O
NEALITE,Pb4Fe++(As+++++O3)2Cl4.2H2O,A
NECHELYUSTOVITE,(Ba|Sr|K)2{(Na|Ti|Mn)4[(Ti|Nb)2O2Si4O14](O|H2O|F)2}.4|5H2O,M
NEFEDOVITE,Na5Ca4(PO4)4F,A
NEIGHBORITE,NaMgF3,O
NEKOITE,Ca3Si6O15.7H2O,A
NEKRASOVITE,Cu26V2(Sn|As|Sb)6S32,C
NELENITE,(Mn++|Fe++)16Si12As+++3O36(OH)17,R
NELTNERITE,CaMn+++6SiO12,Q
NENADKEVICHITE,Na8-xNb4(Si4O12)2(O|OH)4.8H2O,O
NEOTOCITE,(Mn|Fe++)SiO3.H2O,(?),am.,or,M
NEPHELINE,(Na|K)AlSiO4,H
NEPOUITE,Ni3Si2O5(OH)4,M
NEPSKOEITE,Mg4(OH)7Cl.6H2O,O
NEPTUNITE,KNa2Li(Fe++|Mn)2Ti2Si8O24,M
NESKEVAARAITE-Fe,K3Na2Fe++(Ti|Nb)4(Si4O12)2(O|OH)4.5-6H2O,M
NESQUEHONITE,Mg(HCO3)(OH).2H2O,M
NESTOLAITE,CaSeO3.H2O,M
NEUSTADTELITE,Bi2Fe+++(Fe+++|Co++)O2(OH)2(AsO4)2,A
NEVADAITE,(Cu++|Al|V+++)2-3Al4(PO4)4(OH)F4.11H2O,M
NEVSKITE,Bi(Se|S),R
NEWBERYITE,MgHPO4.3H2O,O
NEYITE,Pb7(Cu|Ag)2Bi6S17,M
NEZILOVITE,PbZn2(Mn++++|Ti++++)2Fe+++8O19,H
NIAHITE,(NH4)(Mn++|Mg|Ca)PO4.H2O,O
NICHROMITE,(Ni|Co|Fe++)(Cr+++|Fe+++|Al)2O4,C
NICKEL,Ni,C
NICKELALUMITE,NiAl4(SO4)(OH)12(H2O)3,M
NICKELAUSTINITE,Ca(Ni|Zn)(AsO4)(OH),O
NICKELBISCHOFITE,NiCl2.6H2O,M
NICKELBLODITE,Na2(Ni|Mg)(SO4)2.4H2O,M
NICKELBOUSSINGAULTITE,(NH4)2(Ni|Mg)(SO4)2.6H2O,M
NICKELHEXAHYDRITE,(Ni|Mg|Fe++)(SO4).6H2O,M
NICKELINE,NiAs,H
NICKELLOTHARMEYERITE,(Ca|Bi+++)(Ni|Fe+++|Co)2(AsO4)2(H2O|OH)2,M
NICKELPHOSPHIDE,(Ni|Fe)3P,Q
NICKELSCHNEEBERGITE,(Bi+++|Ca)(Ni|Co|Fe+++)2(AsO4)2[(H2O)(OH)],M
NICKELSKUTTERUDITE,(Ni|Co)As3-x,C
NICKELTALMESSITE,Ca2(Ni|Mg)(AsO4)2.2H2O,A
NICKELTSUMCORITE,Pb(Ni|Fe+++)2(AsO4)2(H2O|OH)2,M
NICKELZIPPEITE,Ni(UO2)2(SO4)O2.3|5H2O,M
NICKENICHITE,Na0|8Ca0|4(Mg|Fe+++|Al)3Cu0|4(AsO4)3,M
NIEDERMAYRITE,Cu4Cd(SO4)2(OH)6.4H2O,M
NIELSBOHRITE,K(UO2)3(AsO4)(OH)4.H2O,O
NIELSENITE,PdCu3,Q
NIERITE,Si3N4,R
NIFONTOVITE,Ca3B6O6(OH)12(H2O)2,M
NIGGLIITE,PtSn,H
NIKISCHERITE,NaFe++6Al3(SO4)2(OH)18.12H2O,R
NIKSERGIEVITE,[Ba1|33Ca0|67Al(CO3)(OH)4][Al2(AlSi3O10)(OH)2].nH2O,M
NIMITE,(Ni|Mg|Fe++)5Al(Si3Al)O10(OH)8,M
NINGYOITE,(U|Ca|Ce)2(PO4)2.1-2H2O,O ps H
NININGERITE,(Mg|Fe++|Mn)S,C
NIOBOAESCHYNITE-(Ce),(Ce|Ca|Th)(Nb|Ti)2(O|OH)6,O
NIOBOAESCHYNITE-(Nd),(?),(Nd|Ce)(Nb|Ti)2(O|OH)6,O
NIOBOAESCHYNITE-(Y),(Y|Ce|Nd)0|5(Ca|Th)0|5(Nb|Ti)2(O|OH)6,O
NIOBOCARBIDE,(Nb|Ta)C,C
NIOBOHOLTITE,(Nb0|6[]0|4)Al6BSi3O18,O
NIOBOKUPLETSKITE,K2Na(Mn++|Zn|Fe++)7(Nb|Zr|Ti)2Si8O26(OH)4(O|F),A
NIOBOPHYLLITE,K2Na(Mn|Fe++)7(Nb|Ti)2Si8O26(OH)4(F|O),A
NIOCALITE,Ca14Nb2(Si2O7)4(O6F2),M
NISBITE,NiSb2,O
NISNITE,Ni3Sn,C
NISSONITE,Cu2Mg2(PO4)2(OH)2.5H2O,M
NITER,KNO3,O
NITRATINE,NaNO3,R
NITROBARITE,Ba(NO3)2,C
NITROCALCITE,Ca(NO3)2.4H2O,M
NITROMAGNESITE,Mg(NO3)2.6H2O,M
NIVEOLANITE,NaBeCO3(OH).1-2H2O,Q
NIZAMOFFITE,Mn++Zn2(PO4)2.4H2O,O
NOBLEITE,CaB6O9(OH)2.3H2O,M
NOELBENSONITE,BaMn+++2(Si2O7)(OH)2.H2O,O
NOLANITE,(V+++|Fe++|Fe+++|Ti)10O14(OH)2,H
NONTRONITE,Na0|3Fe+++2(Si|Al)4O10(OH)2.nH2O,M
NOONKANBAHITE,BaKNaTi2(Si4O12)O2,O
NORBERGITE,Mg3(SiO4)(F|OH)2,O
NORDENSKIOLDINE,CaSnB2O6,R
NORDGAUITE,Mn++Al2(PO4)2(F|OH)2.5H2O,A
NORDITE-(Ce),Na3SrCeZnSi6O17,O
NORDITE-(La),Na3SrLaZnSi6O17,O
NORDSTRANDITE,Al(OH)3,A
NORDSTROMITE,Pb3CuBi7(S10Se4),M
NORMANDITE,NaCa(Mn++|Fe++)(Zr|Ti)(Si2O7)OF,M
NORRISHITE,KLiMn+++2Si4O12,M
NORSETHITE,BaMg(CO3)2,R
NORTHUPITE,Na3Mg(CO3)2Cl,C
NOSEAN,Na8Al6Si6O24(SO4).H2O,C
NOSEAN,Na8Al6Si6O24(SO4).H2O,C
NOVACEKITE,Mg(UO2)2(AsO4)2.10-12H2O,Q
NOVACEKITE,I,Mg(UO2)2(AsO4)2.10-12H2O,Q
NOVACEKITE,II,Mg(UO2)2(AsO4)2.10H2O,Q
NOVAKITE,(Cu|Ag)21As10,M ps Q
NOVGORODOVAITE,Ca2(C2O4)Cl2.2H2O,M
NOWACKIITE,Cu6Zn3As4S12,R
NSUTITE,(gamma-MnO2)Mn++xMn++++1-xO2-2x(OH)2x,(x,is,small),H
NUFFIELDITE,Pb2Cu(Pb|Bi)Bi2S7,O
NUKUNDAMITE,(Cu|Fe)4S4,H
NULLAGINITE,Ni2(CO3)(OH)2,M
NUMANOITE,Ca4CuB4O6(CO3)2(OH)6,M
NYBOITE,NaNa2(Mg3Al2)Si7AlO22(OH)2,M
NYEREREITE,Na2Ca(CO3)2,O ps H
NYHOLMITE,Cd3Zn2(AsO3OH)2(AsO4)2.4H2O,M
OBERTIITE,NaNa2(Mg3Fe+++Ti++++)Si8O22O2,M
OBOYERITE,Pb6H6(Te++++O3)3(Te++++++O6)2.2H2O,A
OBRADOVICITE-KCu,H4(K|Na)Cu++Fe+++2(AsO4)(MoO4)5.12H2O,O
OBRADOVICITE-NaCu,Na2(H2O)17Cu(H2O)6][Mo8As2Fe+++3O34(OH)3],O
ODANIELITE,(O'DANIELITE),Na(Zn|Mg)3H2(AsO4)3,M
ODINITE,(1M|-2R|-1T),(Fe+++|Mg|Al|Fe++|Ti|Mn)2|5(SiAl)O5(OH)4,M/R
ODINTSOVITE,K2(Na|Li)4Ca3Ti2Be4Si12O38,O
OENITE,CoSbAs,O
OFFRETITE,CaKMg[Al5Si13O36].16H2O,H
OFTEDALITE,(Sc|Ca|Mn++)2K(Be|Al)3Si12O30,H
OGDENSBURGITE,Ca2(Zn|Mn)Fe+++4(AsO4)4(OH)6.6H2O,O ps H
OHMILITE,Sr3(Ti|Fe+++)(Si2O6)2(O|OH).2-3H2O,M
OJUELAITE,ZnFe+++2(AsO4)2(OH)2.4H2O,M
OKANOGANITE-(Y),Na(Y|Ce|Nd|Ca|Na)15Fe+++(Si3B3O18)(SiO4)4F10(OH)4,R
OKAYAMALITE,Ca2B2SiO7,Q
OKENITE,Ca5Si9O23.9H2O,A
OKHOTSKITE-(Mn++),Ca2(Mn++|Mg)(Mn+++|Al|Fe+++)2Si3O10(OH)4,M
OKRUSCHITE,Ca2Mn++5Be4(AsO4)6(OH)4.6H2O,M
OLDHAMITE,(Ca|Mg|Fe|Mn)S,C
OLEKMINSKITE,Sr(Sr|Ca|Ba)(CO3)2,R
OLENITE,NaAl3Al6(Si6O18)(BO3)3(O3)OH,R
OLGITE,Na(Na|Sr)2(Ba|Sr)(PO4)2,H
OLIVENITE,Cu2AsO4(OH),M
OLKHONSKITE,(Cr+++|V+++)2Ti3O9,M,(?)
OLMIITE,CaMn++SiO3(OH)2,O
OLMSTEADITE,KFe++2(Nb|Ta)(PO4)2O2.2H2O,O
OLSACHERITE,Pb2(SeO4)(SO4),O
OLSHANSKYITE,Ca2[B3O3(OH)6](OH)(H2O)3,M,(?)
OLYMPITE,LiNa5(PO4)2,O
OMEIITE,(Os|Ru)As2,O
OMINELITE,(Fe++|Mg)Al3BSiO9,O
OMONGWAITE,(Na|K)2Ca5(SO4)6.3H2O,M ps H
OMPHACITE,(Ca|Na)(Mg|Fe++|Fe+++|Al)Si2O6,M
OMSITE,(Ni|,Cu)2Fe+++(OH)6[Sb(OH)6],R
ONDRUSITE,CaCu4(AsO4)2(AsO3OH)2.10H2O,A
ONEILLITE,Na15Ca3Mn3Fe3Zr3Nb(Si25O73)(O|OH|H2O)3(OH|Cl)2,R
ONORATOITE,Sb8O11Cl2,M
OOSTERBOSCHITE,(Pd|Cu)7Se3,O
OPAL,SiO2.nH2O,am.
OPHIRITE,Ca2Mg4[Zn2Mn+++2(H2O)2(Fe+++W9O34)2].46H2O,A
ORCELITE,Ni5As2,H
ORDONEZITE,ZnSb+++++2O6,Q
OREBROITE,Mn++3(Sb+++++|Fe+++)Si(O|OH)7,H
OREGONITE,Ni2FeAs2,H
ORGANOVAITE-Mn,K8Mn4Nb16(Si4O12)8O16.nH2O,(n=20-28),M
ORGANOVAITE-Zn,K8Zn4Nb16(Si4O12)8O16.nH2O,(n=20-28),M
ORICKITE,2CuFeS2.H2O,H
ORIENTITE,Ca2Mn++Mn+++2Si3O10(OH)4,O
ORLANDIITE,Pb3SeO3Cl4.H2O,A
ORLYMANITE,Ca4Mn++3Si8O20(OH)6.2H2O,R
ORPIMENT,As2S3,M
ORSCHALLITE,Ca3(SO3)2(SO4).12H2O,R
ORTHOBRANNERITE,U++++U++++++Ti4O12(OH)2,O
ORTHOCHAMOSITE,(Fe++|Mg|Fe+++)5Al(Si3Al)O10(OH|O)8,O
ORTHOCLASE,KAlSi3O8,M
ORTHOJOAQUINITE-(Ce),Ba2NaCe2Fe++Ti2Si8O26(O|OH).H2O,O
ORTHOJOAQUINITE-(La),Ba2Na(La|Ce)2Fe++(Ti|Nb)2Si8O26(O|OH|F).H2O,O
ORTHOMINASRAGRITE,V++++O(SO4).5H2O,O
ORTHOPINAKIOLITE,Mn+++7[(Mn++|Mg)xFe+++y[]z](BO3)8O16,(sum,x|y|z=17),O
ORTHOSERPIERITE,Ca(Cu|Zn)4(SO4)2(OH)6.3H2O,O
ORTHOWALPURGITE,(UO2)Bi4O4(AsO4)2.2H2O,O
OSAKAITE,Zn4(SO4)(OH)6.5H2O,A
OSARIZAWAITE,Pb2Cu++Al4(SO4)4(OH)12,R
OSARSITE,(Os|Ru)AsS,M
OSBORNITE,TiN,C
OSMIUM,(Os|Ir),H
OSUMILITE,(K|Na)(Fe++|Mg)2(Al|Fe+++)3(Si|Al)12O30,H
OSUMILITE-(Mg),KMg2Al3(Al2Si10)O30,H
OSWALDPEETERSITE,(UO2)2CO3(OH)2.4H2O,M
OTAVITE,CdCO3,R
OTJISUMEITE,PbGe4O9,A ps H
OTTEMANNITE,Sn2S3,O
OTTENSITE,Na3(Sb2O3)3(SbS3).3H2O,H
OTTOITE,Pb2Te++++++O5,M
OTTOLINIITE,[]Na|Li(Mg3Fe+++Al)(Si8O22)(OH)2,M
OTTRELITE,(Mn|Fe++|Mg)2Al4Si2O10(OH)4,M/A
OTWAYITE,Ni2(CO3)(OH)2.H2O,O
OULANKAITE,(Pd|Pt)5(Cu|Fe)4SnTe2S2,Q
OURAYITE,Ag3Pb4Bi5S13,O
OURAYITE-P,(?),(P-OURAYITE),Pb14Ag18Bi28S65,(?),O
OURSINITE,(Co|Mg)(UO2)2Si6(OH)2.6H2O,O
OVAMBOITE,Cu10(Fe|Zn|Cu)3W(Ge|As)3S16,C
OVERITE,CaMgAl(PO4)2(OH).4H2O,O
OWENSITE,(Ba|Pb)6(Cu|Fe|Ni)25S27,C
OWYHEEITE,Pb7Ag2(Sb|Bi)8S20,O
OXAMMITE,(NH4)2(C2O4).H2O,O
OXIBERAUNITE,(Fe+++|Mn+++)Fe+++5(PO4)4O(OH)4.6H2O,(?),M
OXOMAGNESIOHASTINGSITE,NaCa2(Mg2Fe+++3)(Al2Si6)O22O2,M
OXYCALCIOBETAFITE,Ca2(Ti|Nb)2O6O,C
OXYCALCIOMICROLITE,Ca2Ta2O6O,C
OXYCALCIOPYROCHLORE,Ca2Nb2O6O,C
OXYCALCIOROMEITE,Ca2Sb2O6O,C
OXYKENOMICROLITE,C
OXYKINOSHITALITE,Ba(Mg2Ti++++)(Si2Al2)O10O2,M
OXYNATROMICROLITE,(Na|Ca|U)2(Ta|Nb)2O6(O|F),C
OXYNATROPYROCHLORE,(Na|Ca|U)2Nb2O6(O|OH),C
OXYPLUMBOBETAFITE,Pb2(Ti|Nb)2O6O,C
OXYPLUMBOPYROCHLORE,Pb2Nb2O6O,C
OXYPLUMBOROMEITE,(Pb|Ca)2Sb+++++2O7,C
OXYRDRAVITE,NaMg3Al6(Si6O18)(BO3)3(OH)3FNa(Al2Mg)(Al5Mg)(Si6O18)(BO3)3(OH)3O,R
OXYROSSMANITE,[](LiAl2)Al6(Si6O18)(BO3)3(OH)3O,R
OXYSCHORL,Na(Fe++Al)3Al6(Si6O18)(BO3)3(OH)3O,R
OXYSTANNOMICROLITE,Sn2Ta2O6O,C
OXYSTIBIOMICROLITE,(Sb+++|Ca)2Ta2O6O,C
OXYURANOBETAFITE,(U|Ca|[])2(Ti|Nb)2O6O,C
OXYVANITE,(V+++|Cr+++)2(V++++|Ti++++)O5,M
OXYYTTROPYROCHLORE-(Y),(Y|[])2Nb2O6O,C
